type,entry,sl,tp,profit,balance,result,time,hour,session
BUY,5233.250999999999,5228.560509390787,5252.012962436848,-2.9333834546187396,974.8611014182945,LOSS,2026-03-10 17:31:00,17,NewYork
SELL,5228.255,5230.681507375355,5218.54897049858,-2.9245833042548837,971.9365181140397,LOSS,2026-03-10 17:45:00,17,NewYork
BUY,5231.907999999999,5228.632243779988,5245.011024880045,-2.915809554342119,969.0207085596976,LOSS,2026-03-10 17:52:00,17,NewYork
SELL,5227.764,5227.764,5216.282845846164,11.628248502716371,980.648957062414,WIN,2026-03-10 17:58:00,17,NewYork
BUY,5207.179,5199.615359078547,5237.433563685812,-2.941946871187242,977.7070101912267,LOSS,2026-03-10 19:24:00,19,NewYork
SELL,5192.415,5201.424151324406,5156.378394702376,-2.93312103057368,974.773889160653,LOSS,2026-03-10 19:32:00,19,NewYork
BUY,5198.423,5194.133480638219,5215.581077447122,-2.924321667481959,971.849567493171,LOSS,2026-03-10 20:07:00,20,NewYork
SELL,5194.423,5196.622548782911,5185.6248048683565,-2.915548702479513,968.9340187906914,LOSS,2026-03-10 20:35:00,20,NewYork
BUY,5198.084,5194.656487125632,5211.79405149747,-2.9068020563720744,966.0272167343194,LOSS,2026-03-10 20:45:00,20,NewYork
SELL,5193.623,5193.623,5181.5671956579135,0.0,966.0272167343194,BE,2026-03-10 20:53:00,20,NewYork
BUY,5194.553,5190.795122337318,5209.584510650726,-2.898081650202958,963.1291350841165,LOSS,2026-03-10 23:09:00,23,Sydney
SELL,5189.717,5192.797097399971,5177.396610400115,-2.8893874052523496,960.2397476788641,LOSS,2026-03-10 23:18:00,23,Sydney
BUY,5195.715999999999,5191.032605234575,5214.449579061696,-2.880719243036592,957.3590284358276,LOSS,2026-03-10 23:21:00,23,Sydney
SELL,5189.12,5193.674535081788,5170.9018596728465,-2.872077085307483,954.48695135052,LOSS,2026-03-10 23:46:00,23,Sydney
BUY,5195.741999999999,5191.497243098189,5212.721027607241,-2.86346085405156,951.6234904964684,LOSS,2026-03-10 23:59:00,23,Sydney
SELL,5191.738,5191.738,5184.451450683343,0.0,951.6234904964684,BE,2026-03-11 00:07:00,0,Tokyo
BUY,5195.938,5195.938,5214.482569651589,11.419481885957621,963.042972382426,WIN,2026-03-11 00:18:00,0,Tokyo
SELL,5213.17,5213.17,5202.282530017497,11.556515668589112,974.5994880510151,WIN,2026-03-11 01:53:00,1,Tokyo
BUY,5210.94,5205.553272272495,5232.486910910019,-2.9237984641530455,971.6756895868621,LOSS,2026-03-11 02:47:00,2,Tokyo
SELL,5207.705,5207.705,5186.367941180875,0.0,971.6756895868621,BE,2026-03-11 03:27:00,3,Tokyo
BUY,5208.085,5204.76217091843,5221.376316326282,-2.9150270687605864,968.7606625181015,LOSS,2026-03-11 04:28:00,4,Tokyo
SELL,5202.964,5207.065072256608,5186.559710973568,-2.9062819875543044,965.8543805305472,LOSS,2026-03-11 04:48:00,4,Tokyo
BUY,5207.157999999999,5204.365772047075,5218.326911811699,-2.897563141591642,962.9568173889556,LOSS,2026-03-11 05:10:00,5,Tokyo
SELL,5204.555,5204.555,5197.50869808322,11.555481808667468,974.5122991976231,WIN,2026-03-11 05:15:00,5,Tokyo
BUY,5204.206999999999,5200.012010506437,5220.986957974249,-2.9235368975928693,971.5887623000302,LOSS,2026-03-11 06:12:00,6,Tokyo
SELL,5199.797,5199.797,5181.927626913865,11.659065147600362,983.2478274476306,WIN,2026-03-11 06:41:00,6,Tokyo
BUY,5197.201999999999,5193.599554626451,5211.611781494192,-2.9497434823428916,980.2980839652877,LOSS,2026-03-11 08:14:00,8,London
SELL,5192.608,5192.608,5180.744753498038,11.763577007583452,992.0616609728711,WIN,2026-03-11 08:18:00,8,London
BUY,5187.13,5187.13,5194.620171554284,11.904739931674454,1003.9664009045456,WIN,2026-03-11 09:26:00,9,London
SELL,5187.846,5190.6554733418625,5176.608106632548,-3.0118992027136366,1000.954501701832,LOSS,2026-03-11 10:03:00,10,London
BUY,5191.454,5188.769994183302,5202.190023266792,-3.0028635051054957,997.9516381967264,LOSS,2026-03-11 10:08:00,10,London
SELL,5187.007,5192.002028767138,5167.026884931447,-2.9938549145901794,994.9577832821362,LOSS,2026-03-11 10:32:00,10,London
BUY,5193.205999999999,5186.813621965813,5218.775512136745,-2.9848733498464086,991.9729099322898,LOSS,2026-03-11 11:05:00,11,London
SELL,5184.827,5188.696631882574,5169.348472469704,-2.9759187297968692,988.996991202493,LOSS,2026-03-11 11:13:00,11,London
BUY,5188.414,5184.968654223667,5202.1953831053315,-2.966990973607479,986.0300002288855,LOSS,2026-03-11 11:44:00,11,London
SELL,5185.064,5186.837130022614,5177.971479909547,-2.9580900006866564,983.0719102281988,LOSS,2026-03-11 11:46:00,11,London
BUY,5189.946,5184.029738031699,5213.611047873204,-2.9492157306845965,980.1226944975142,LOSS,2026-03-11 12:11:00,12,London
SELL,5174.576,5187.77723128159,5121.771074873642,-2.9403680834925425,977.1823264140216,LOSS,2026-03-11 12:37:00,12,London
BUY,5181.581999999999,5177.802995881306,5196.698016474774,-2.931546979242065,974.2507794347796,LOSS,2026-03-11 13:30:00,13,London
SELL,5175.385,5175.385,5158.609017838446,11.691009353217355,985.941788787997,WIN,2026-03-11 13:31:00,13,London
BUY,5179.032999999999,5179.032999999999,5206.489643250676,0.0,985.941788787997,BE,2026-03-11 14:04:00,14,NewYork
SELL,5180.423,5180.423,5159.644513269287,0.0,985.941788787997,BE,2026-03-11 15:05:00,15,NewYork
BUY,5175.329,5169.093664814561,5200.270340741756,-2.957825366363991,982.983963421633,LOSS,2026-03-11 16:39:00,16,NewYork
SELL,5170.587,5170.587,5152.977962682421,0.0,982.983963421633,BE,2026-03-11 17:27:00,17,NewYork
BUY,5172.590999999999,5172.590999999999,5192.781542515065,0.0,982.983963421633,BE,2026-03-11 18:07:00,18,NewYork
SELL,5172.222,5175.587818325441,5158.7587266982355,-2.9489518902648992,980.0350115313681,LOSS,2026-03-11 19:01:00,19,NewYork
BUY,5174.866999999999,5174.866999999999,5182.96197274279,11.760420138376418,991.7954316697445,WIN,2026-03-11 19:25:00,19,NewYork
SELL,5175.475,5178.798465836564,5162.181136653746,-2.975386295009234,988.8200453747353,LOSS,2026-03-11 20:21:00,20,NewYork
BUY,5178.4039999999995,5176.878258696373,5184.506965214504,-2.966460136124206,985.8535852386111,LOSS,2026-03-11 20:27:00,20,NewYork
SELL,5177.383,5178.874621546665,5171.416513813338,-2.9575607557158334,982.8960244828953,LOSS,2026-03-11 20:31:00,20,NewYork
BUY,5182.227,5176.626118805589,5204.6305247776445,-2.948688073448686,979.9473364094466,LOSS,2026-03-11 22:03:00,22,Sydney
SELL,5173.927,5173.927,5156.257741498444,11.75936803691336,991.7067044463599,WIN,2026-03-11 22:07:00,22,Sydney
BUY,5154.777999999999,5142.566184018652,5203.625263925388,-2.97512011333908,988.7315843330208,LOSS,2026-03-12 00:27:00,0,Tokyo
SELL,5160.749,5160.749,5129.478023396874,0.0,988.7315843330208,BE,2026-03-12 02:40:00,2,Tokyo
BUY,5153.753,5151.638787483584,5162.209850065664,-2.9661947529990624,985.7653895800217,LOSS,2026-03-12 04:20:00,4,Tokyo
SELL,5151.667,5151.667,5144.038687692092,11.829184674960262,997.594574254982,WIN,2026-03-12 04:21:00,4,Tokyo
BUY,5150.647999999999,5150.647999999999,5173.549328683128,11.971134891059785,1009.5657091460419,WIN,2026-03-12 05:38:00,5,Tokyo
SELL,5177.919,5180.353694455871,5168.180222176516,-3.0286971274381256,1006.5370120186037,LOSS,2026-03-12 08:53:00,8,London
BUY,5184.2789999999995,5177.476968395029,5211.487126419882,-3.019611036055811,1003.5174009825479,LOSS,2026-03-12 09:32:00,9,London
SELL,5181.555,5181.555,5163.716942579369,12.042208811790575,1015.5596097943385,WIN,2026-03-12 10:29:00,10,London
BUY,5178.688999999999,5172.19483548155,5204.665658073795,-3.0466788293830156,1012.5129309649554,LOSS,2026-03-12 12:49:00,12,London
SELL,5170.861,5170.861,5138.948763853909,12.150155171579465,1024.663086136535,WIN,2026-03-12 13:22:00,13,London
BUY,5133.848,5130.298230383774,5148.047078464902,-3.073989258409605,1021.5890968781254,LOSS,2026-03-12 16:05:00,16,NewYork
SELL,5123.073,5131.9284006753915,5087.651397298436,-3.0647672906343764,1018.524329587491,LOSS,2026-03-12 16:09:00,16,NewYork
BUY,5136.9039999999995,5129.726961594688,5165.612153621246,-3.055572988762473,1015.4687565987285,LOSS,2026-03-12 16:23:00,16,NewYork
SELL,5125.43,5131.792091669468,5099.981633322128,-3.0464062697961856,1012.4223503289323,LOSS,2026-03-12 16:33:00,16,NewYork
BUY,5134.639,5129.83454246047,5153.856830158119,-3.0372670509867974,1009.3850832779456,LOSS,2026-03-12 16:42:00,16,NewYork
SELL,5125.382,5125.382,5099.05906908442,12.112620999335347,1021.497704277281,WIN,2026-03-12 16:54:00,16,NewYork
BUY,5096.177,5092.474802995426,5110.9857880182935,-3.064493112831843,1018.4332111644491,LOSS,2026-03-12 19:53:00,19,NewYork
SELL,5090.768,5090.768,5076.748005316036,12.22119853397339,1030.6544096984223,WIN,2026-03-12 19:56:00,19,NewYork
BUY,5082.235,5082.235,5100.6086400083905,12.367852916381068,1043.0222626148034,WIN,2026-03-12 22:08:00,22,Sydney
SELL,5112.791,5116.426664277327,5098.248342890692,-3.12906678784441,1039.8931958269588,LOSS,2026-03-13 01:50:00,1,Tokyo
BUY,5121.634999999999,5114.541103074927,5150.010587700287,-3.1196795874808765,1036.7735162394779,LOSS,2026-03-13 01:59:00,1,Tokyo
SELL,5117.307,5117.307,5103.66885883114,0.0,1036.7735162394779,BE,2026-03-13 02:40:00,2,Tokyo
BUY,5114.362,5111.60448525593,5125.392058976281,-3.110320548718434,1033.6631956907595,LOSS,2026-03-13 03:53:00,3,Tokyo
SELL,5111.477,5111.477,5098.478818431789,12.403958348289114,1046.0671540390485,WIN,2026-03-13 04:20:00,4,Tokyo
BUY,5108.576999999999,5105.783924252148,5119.749302991406,-3.138201462117146,1042.9289525769314,LOSS,2026-03-13 05:18:00,5,Tokyo
SELL,5102.935,5102.935,5082.6203975524795,12.515147430923177,1055.4441000078546,WIN,2026-03-13 05:44:00,5,Tokyo
BUY,5091.95,5086.752425208815,5112.740299164739,-3.166332300023564,1052.277767707831,LOSS,2026-03-13 07:43:00,7,London
SELL,5084.805,5084.805,5069.47374907475,12.627333212493971,1064.905100920325,WIN,2026-03-13 07:53:00,7,London
BUY,5079.246999999999,5076.5315757096,5090.108697161599,-3.194715302760975,1061.710385617564,LOSS,2026-03-13 08:43:00,8,London
SELL,5076.145,5078.418964098595,5067.049143605622,-3.1851311568526923,1058.5252544607113,LOSS,2026-03-13 08:45:00,8,London
BUY,5083.781,5083.781,5111.751372238353,12.702303053528535,1071.2275575142398,WIN,2026-03-13 08:50:00,8,London
SELL,5082.706,5090.679481318268,5050.8120747269295,-3.2136826725427197,1068.013874841697,LOSS,2026-03-13 10:34:00,10,London
BUY,5096.371999999999,5088.184813707184,5129.120745171262,-3.2040416245250913,1064.809833217172,LOSS,2026-03-13 10:51:00,10,London
SELL,5089.764,5092.149274174084,5080.222903303665,-3.1944294996515157,1061.6154037175204,LOSS,2026-03-13 11:16:00,11,London
BUY,5093.438,5093.438,5106.033451283698,12.739384844610244,1074.3547885621306,WIN,2026-03-13 11:18:00,11,London
SELL,5112.839,5112.839,5104.363114757696,0.0,1074.3547885621306,BE,2026-03-13 13:23:00,13,London
BUY,5047.629,5041.744121743803,5071.168513024789,-3.2230643656863913,1071.131724196444,LOSS,2026-03-13 16:39:00,16,NewYork
SELL,5046.621,5046.621,5018.046863486857,12.85358069035733,1083.9853048868015,WIN,2026-03-13 17:51:00,17,NewYork
BUY,5048.105,5043.938773829505,5064.769904681976,-3.2519559146604045,1080.7333489721411,LOSS,2026-03-13 19:02:00,19,NewYork
SELL,5041.423,5041.423,5023.870441928223,12.968800187665694,1093.7021491598068,WIN,2026-03-13 19:11:00,19,NewYork
BUY,5022.708,5018.417019119601,5039.871923521595,-3.2811064474794205,1090.4210427123273,LOSS,2026-03-13 20:48:00,20,NewYork
SELL,5015.122,5020.25143683256,4994.604252669761,-3.271263128136982,1087.1497795841904,LOSS,2026-03-15 22:02:00,22,Sydney
BUY,5028.878,5018.270891390057,5071.306434439771,-3.261449338752571,1083.8883302454378,LOSS,2026-03-15 22:07:00,22,Sydney
SELL,5007.754,5020.781438784643,4955.644244861428,-3.2516649907363138,1080.6366652547015,LOSS,2026-03-15 22:19:00,22,Sydney
BUY,5023.543,5014.975854909473,5057.811580362106,-3.2419099957641047,1077.3947552589373,LOSS,2026-03-15 22:52:00,22,Sydney
SELL,5005.31,5005.31,4955.509495069432,0.0,1077.3947552589373,BE,2026-03-15 23:06:00,23,Sydney
BUY,5021.165,4993.122847315924,5133.333610736302,-3.232184265776812,1074.1625709931604,LOSS,2026-03-16 00:03:00,0,Tokyo
SELL,5010.519,5010.519,4971.074027873154,0.0,1074.1625709931604,BE,2026-03-16 01:11:00,1,Tokyo
BUY,5013.853,5002.6310648499075,5058.74074060037,-3.2224877129794813,1070.940083280181,LOSS,2026-03-16 01:56:00,1,Tokyo
SELL,5008.573,5008.573,4997.089022325723,0.0,1070.940083280181,BE,2026-03-16 02:38:00,2,Tokyo
BUY,5011.195,5011.195,5040.44362860448,0.0,1070.940083280181,BE,2026-03-16 03:30:00,3,Tokyo
SELL,5016.451,5016.451,4999.816645970083,0.0,1070.940083280181,BE,2026-03-16 04:44:00,4,Tokyo
BUY,5016.766,5016.766,5038.540968940564,0.0,1070.940083280181,BE,2026-03-16 05:47:00,5,Tokyo
SELL,5011.524,5011.524,4963.396160742049,0.0,1070.940083280181,BE,2026-03-16 06:49:00,6,Tokyo
BUY,4987.835,4987.835,5018.69618528933,12.85128099936217,1083.7913642795431,WIN,2026-03-16 10:27:00,10,London
SELL,4997.918,5009.311572891793,4952.343708432827,-3.2513740928386294,1080.5399901867045,LOSS,2026-03-16 11:57:00,11,London
BUY,5015.933,5015.933,5060.273691101508,0.0,1080.5399901867045,BE,2026-03-16 12:21:00,12,London
SELL,5021.713,5021.713,4994.208233916779,12.966479882240455,1093.506470068945,WIN,2026-03-16 14:25:00,14,NewYork
BUY,4990.339,4990.339,5001.7610840780835,13.12207764082734,1106.6285477097722,WIN,2026-03-16 16:58:00,16,NewYork
SELL,4989.28,4995.03297197508,4966.2681120996795,-3.319885643129316,1103.308662066643,LOSS,2026-03-16 17:38:00,17,NewYork
BUY,4996.535,4996.535,5020.059117045046,13.239703944799714,1116.5483660114426,WIN,2026-03-16 18:08:00,18,NewYork
SELL,5008.964,5011.838935590184,4997.464257639265,-3.349645098034328,1113.1987209134084,LOSS,2026-03-16 19:36:00,19,NewYork
BUY,5013.668,5010.015350187614,5028.278599249543,-3.339596162740225,1109.8591247506681,LOSS,2026-03-16 19:37:00,19,NewYork
SELL,5008.813,5012.08274791491,4995.73400834036,-3.3295773742520045,1106.529547376416,LOSS,2026-03-16 19:48:00,19,NewYork
BUY,5012.996,5010.082001774369,5024.651992902524,-3.3195886421292484,1103.2099587342868,LOSS,2026-03-16 19:51:00,19,NewYork
SELL,5010.628,5015.0059750731525,4993.1160997073885,-3.3096298762028606,1099.9003288580839,LOSS,2026-03-16 20:35:00,20,NewYork
BUY,5005.727,5005.727,5014.621584398615,13.198803946297007,1113.0991328043808,WIN,2026-03-16 23:14:00,23,Sydney
SELL,5004.748,5010.499749031947,4981.741003872208,-3.3392973984131427,1109.7598354059676,LOSS,2026-03-17 00:10:00,0,Tokyo
BUY,5009.331999999999,5009.331999999999,5032.530478238744,13.317118024871611,1123.0769534308392,WIN,2026-03-17 01:11:00,1,Tokyo
SELL,5022.291,5024.65264207914,5012.844431683442,-3.369230860292518,1119.7077225705468,LOSS,2026-03-17 03:12:00,3,Tokyo
BUY,5026.09,5026.09,5039.373008418079,0.0,1119.7077225705468,BE,2026-03-17 03:17:00,3,Tokyo
SELL,5032.534,5032.534,5015.037318979623,13.436492670846562,1133.1442152413933,WIN,2026-03-17 05:41:00,5,Tokyo
BUY,5016.210999999999,5016.210999999999,5030.398667537604,0.0,1133.1442152413933,BE,2026-03-17 07:30:00,7,London
SELL,5020.088,5022.8014951277355,5009.234019489057,-3.39943264572418,1129.7447825956692,LOSS,2026-03-17 08:37:00,8,London
BUY,5024.384,5020.920998229745,5038.236007081019,-3.3892343477870077,1126.3555482478823,LOSS,2026-03-17 08:43:00,8,London
SELL,5020.029,5022.822011656241,5008.85695337504,-3.3790666447436477,1122.9764816031386,LOSS,2026-03-17 08:47:00,8,London
BUY,5023.361,5020.926748363399,5033.098006546402,-3.368929444809416,1119.607552158329,LOSS,2026-03-17 08:49:00,8,London
SELL,5018.132,5018.132,4999.04588234376,13.435290625899949,1133.0428427842292,WIN,2026-03-17 09:07:00,9,London
BUY,5007.288,5002.160981304734,5027.79607478106,-3.3991285283526875,1129.6437142558764,LOSS,2026-03-17 11:17:00,11,London
SELL,5002.399,5007.349505288904,4982.596978844386,-3.388931142767629,1126.2547831131087,LOSS,2026-03-17 12:01:00,12,London
BUY,5008.741,5008.741,5023.798845139789,13.515057397357305,1139.769840510466,WIN,2026-03-17 12:13:00,12,London
SELL,5011.216,5014.1635741146865,4999.425703541256,-3.4193095215313987,1136.3505309889347,LOSS,2026-03-17 13:01:00,13,London
BUY,5015.438,5012.283981502623,5028.05407398951,-3.409051592966804,1132.941479395968,LOSS,2026-03-17 13:02:00,13,London
SELL,5012.615,5015.409888543285,5001.435445826859,-3.398824438187904,1129.54265495778,LOSS,2026-03-17 13:30:00,13,London
BUY,5017.416,5017.416,5032.585050823035,0.0,1129.54265495778,BE,2026-03-17 13:32:00,13,London
SELL,5016.057,5016.057,5003.924634680351,0.0,1129.54265495778,BE,2026-03-17 13:59:00,13,London
BUY,5017.054999999999,5012.33988410545,5035.915463578195,-3.3886279648733404,1126.1540269929067,LOSS,2026-03-17 14:51:00,14,NewYork
SELL,5010.628,5014.070100452134,4996.859598191461,-3.37846208097872,1122.7755649119279,LOSS,2026-03-17 14:56:00,14,NewYork
BUY,5016.2519999999995,5011.995437195928,5033.278251216284,-3.3683266947357837,1119.4072382171921,LOSS,2026-03-17 15:07:00,15,NewYork
SELL,5009.617,5013.890366433233,4992.523534267069,-3.3582217146515765,1116.0490165025406,LOSS,2026-03-17 15:09:00,15,NewYork
BUY,5002.508,4995.88109317992,5029.01562728032,-3.3481470495076215,1112.700869453033,LOSS,2026-03-17 16:21:00,16,NewYork
SELL,4997.962,5004.077300325343,4973.500798698632,-3.3381026083590988,1109.3627668446738,LOSS,2026-03-17 17:44:00,17,NewYork
BUY,5006.072,5001.328138213348,5025.047447146608,-3.3280883005340214,1106.0346785441398,LOSS,2026-03-17 18:05:00,18,NewYork
SELL,5003.321,5005.3104744795055,4995.363102081978,-3.318104035632419,1102.7165745085074,LOSS,2026-03-17 18:36:00,18,NewYork
BUY,5007.021,5003.221052159171,5022.220791363313,-3.3081497235255224,1099.408424784982,LOSS,2026-03-17 18:49:00,18,NewYork
SELL,5001.903,5005.438546460292,4987.760814158833,-3.298225274354946,1096.110199510627,LOSS,2026-03-17 19:02:00,19,NewYork
BUY,5005.123,5000.349939353049,5024.215242587801,-3.2883305985318807,1092.821868912095,LOSS,2026-03-17 20:06:00,20,NewYork
SELL,5002.313,5004.163758152708,4994.909967389167,-3.278465606736285,1089.5434033053587,LOSS,2026-03-17 20:57:00,20,NewYork
BUY,5002.7119999999995,4999.380113041063,5016.039547835746,-3.268630209916076,1086.2747730954425,LOSS,2026-03-17 23:06:00,23,Sydney
SELL,4999.976,5001.373474441703,4994.386102233185,-3.2588243192863273,1083.0159487761562,LOSS,2026-03-17 23:09:00,23,Sydney
BUY,5001.306,4999.264429694677,5009.4722812212885,-3.2490478463284687,1079.7669009298277,LOSS,2026-03-17 23:22:00,23,Sydney
SELL,5001.526,5005.971348443803,4983.7446062247855,-3.239300702789483,1076.5276002270382,LOSS,2026-03-18 00:33:00,0,Tokyo
BUY,5006.681,5003.1791439057715,5020.688424376912,-3.2295828006811145,1073.298017426357,LOSS,2026-03-18 00:54:00,0,Tokyo
SELL,5000.011,5004.954145096675,4980.238419613301,-3.2198940522790713,1070.0781233740781,LOSS,2026-03-18 01:01:00,1,Tokyo
BUY,5008.346,5003.083426678511,5029.396293285952,-3.2102343701222344,1066.867889003956,LOSS,2026-03-18 01:05:00,1,Tokyo
SELL,5002.83,5002.83,4977.682252822111,0.0,1066.867889003956,BE,2026-03-18 01:38:00,1,Tokyo
BUY,5005.369,5001.120663032419,5022.362347870324,-3.200603667011868,1063.6672853369441,LOSS,2026-03-18 02:24:00,2,Tokyo
SELL,5000.79,5003.101678399906,4991.543286400377,-3.1910018560108324,1060.4762834809333,LOSS,2026-03-18 02:38:00,2,Tokyo
BUY,5003.315,5001.076904132264,5012.267383470943,-3.1814288504427997,1057.2948546304904,LOSS,2026-03-18 02:49:00,2,Tokyo
SELL,5001.998,5003.067953148939,4997.7181874042435,-3.171884563891471,1054.1229700665988,LOSS,2026-03-18 02:50:00,2,Tokyo
BUY,5002.911,5001.100923104053,5010.151307583787,-3.1623689101997963,1050.960601156399,LOSS,2026-03-18 02:51:00,2,Tokyo
SELL,5001.08,5001.08,4993.266367954295,12.611527213876789,1063.5721283702758,WIN,2026-03-18 02:52:00,2,Tokyo
BUY,4991.835,4986.893839485635,5011.59964205746,-3.1907163851108273,1060.381411985165,LOSS,2026-03-18 05:12:00,5,Tokyo
SELL,5007.708,5007.708,4996.884479582154,12.72457694382198,1073.105988928987,WIN,2026-03-18 07:22:00,7,London
BUY,4991.983,4988.473234501793,5006.02206199283,-3.219317966786961,1069.8866709622,LOSS,2026-03-18 09:25:00,9,London
SELL,4989.22,4989.22,4975.724950119499,12.8386400515464,1082.7253110137465,WIN,2026-03-18 10:05:00,10,London
BUY,4878.5019999999995,4867.141638311127,4923.943446755488,-3.2481759330412396,1079.4771350807052,LOSS,2026-03-18 13:48:00,13,London
SELL,4863.38,4869.025383877194,4840.798464491224,-3.238431405242116,1076.238703675463,LOSS,2026-03-18 13:52:00,13,London
BUY,4873.83,4867.435748641676,4899.407005433297,-3.2287161110263893,1073.0099875644366,LOSS,2026-03-18 13:56:00,13,London
SELL,4862.673,4874.991162977839,4813.400348088643,-3.21902996269331,1069.7909576017432,LOSS,2026-03-18 14:26:00,14,NewYork
BUY,4869.554,4869.554,4880.627198513288,0.0,1069.7909576017432,BE,2026-03-18 15:05:00,15,NewYork
SELL,4864.669,4871.995103657599,4835.364585369602,-3.2093728728052295,1066.581584728938,LOSS,2026-03-18 15:45:00,15,NewYork
BUY,4874.471,4874.471,4902.929343399179,0.0,1066.581584728938,BE,2026-03-18 16:13:00,16,NewYork
SELL,4881.487,4881.487,4841.781503232923,12.798979016747255,1079.3805637456853,WIN,2026-03-18 18:06:00,18,NewYork
BUY,4828.978,4828.978,4862.812278975421,12.952566764948225,1092.3331305106335,WIN,2026-03-18 22:43:00,22,Sydney
SELL,4834.83,4842.86810366574,4802.67758533704,-3.2769993915319007,1089.0561311191016,LOSS,2026-03-19 01:08:00,1,Tokyo
BUY,4844.0419999999995,4844.0419999999995,4861.834007935087,13.06867357342922,1102.1248046925307,WIN,2026-03-19 01:32:00,1,Tokyo
SELL,4847.315,4850.944577259924,4832.796690960303,-3.306374414077592,1098.8184302784532,LOSS,2026-03-19 02:10:00,2,Tokyo
BUY,4852.755,4849.065438102234,4867.513247591064,-3.2964552908353597,1095.5219749876178,LOSS,2026-03-19 02:19:00,2,Tokyo
SELL,4855.337,4855.337,4837.094322688587,13.146263699851414,1108.6682386874693,WIN,2026-03-19 03:34:00,3,Tokyo
BUY,4853.169,4849.290768582645,4868.68192566942,-3.3260047160624078,1105.3422339714068,LOSS,2026-03-19 05:18:00,5,Tokyo
SELL,4847.657,4847.657,4833.5940635977395,13.264106807656882,1118.6063407790637,WIN,2026-03-19 05:28:00,5,Tokyo
BUY,4723.505999999999,4710.546029826992,4775.34588069203,-3.3558190223371915,1115.2505217567264,LOSS,2026-03-19 09:33:00,9,London
SELL,4705.212,4713.276295674566,4672.9548173017365,-3.345751565270179,1111.9047701914562,LOSS,2026-03-19 09:45:00,9,London
BUY,4597.616,4566.895285861246,4720.4988565550175,-3.3357143105743687,1108.569055880882,LOSS,2026-03-19 13:55:00,13,London
SELL,4598.253,4598.253,4544.080912089862,0.0,1108.569055880882,BE,2026-03-19 15:27:00,15,NewYork
BUY,4614.536,4594.0735728393665,4696.385708642534,-3.325707167642646,1105.2433487132394,LOSS,2026-03-19 16:03:00,16,NewYork
SELL,4595.16,4602.967874919223,4563.928500323109,-3.315730046139718,1101.9276186670998,LOSS,2026-03-19 16:34:00,16,NewYork
BUY,4607.235,4607.235,4671.936604755875,13.223131424005198,1115.150750091105,WIN,2026-03-19 17:24:00,17,NewYork
SELL,4603.814,4610.304948976649,4577.850204093405,-3.345452250273315,1111.8052978408316,LOSS,2026-03-19 18:34:00,18,NewYork
BUY,4620.0199999999995,4620.0199999999995,4669.499529961598,13.341663574089978,1125.1469614149216,WIN,2026-03-19 18:59:00,18,NewYork
SELL,4656.227,4656.227,4632.269832845127,0.0,1125.1469614149216,BE,2026-03-19 22:38:00,22,Sydney
BUY,4650.509999999999,4642.96718327147,4680.681266914115,-3.375440884244765,1121.771520530677,LOSS,2026-03-20 00:02:00,0,Tokyo
SELL,4654.352,4657.386024963771,4642.215900144915,-3.3653145615920304,1118.406205969085,LOSS,2026-03-20 01:23:00,1,Tokyo
BUY,4662.1939999999995,4662.1939999999995,4689.906518919648,13.42087447162902,1131.827080440714,WIN,2026-03-20 01:30:00,1,Tokyo
SELL,4717.914,4723.6067821186425,4695.142871525429,-3.395481241322142,1128.431599199392,LOSS,2026-03-20 04:13:00,4,Tokyo
BUY,4725.361,4721.251363158784,4741.799547364862,-3.385294797598176,1125.0463044017938,LOSS,2026-03-20 04:32:00,4,Tokyo
SELL,4718.973,4723.545316403886,4700.6837343844545,-3.3751389132053813,1121.6711654885885,LOSS,2026-03-20 04:46:00,4,Tokyo
BUY,4720.955,4718.027281735988,4732.665873056047,-3.3650134964657656,1118.3061519921228,LOSS,2026-03-20 05:27:00,5,Tokyo
SELL,4712.424,4712.424,4683.176357125337,13.419673823905473,1131.7258258160282,WIN,2026-03-20 05:31:00,5,Tokyo
BUY,4684.643,4684.643,4713.0067404716465,13.580709909792338,1145.3065357258206,WIN,2026-03-20 07:22:00,7,London
SELL,4693.634,4693.634,4629.316618461979,0.0,1145.3065357258206,BE,2026-03-20 08:46:00,8,London
BUY,4662.643,4662.643,4689.778687450966,13.743678428709849,1159.0502141545305,WIN,2026-03-20 11:15:00,11,London
SELL,4671.321,4677.145130981788,4648.024476072849,-3.4771506424635916,1155.573063512067,LOSS,2026-03-20 12:39:00,12,London
BUY,4678.594999999999,4673.661798015772,4698.32780793691,-3.466719190536201,1152.1063443215307,LOSS,2026-03-20 12:57:00,12,London
SELL,4667.918,4667.918,4638.4442553735225,13.825276131858368,1165.931620453389,WIN,2026-03-20 13:06:00,13,London
BUY,4576.182,4576.182,4632.210482478661,0.0,1165.931620453389,BE,2026-03-20 16:07:00,16,NewYork
SELL,4576.331,4580.7949582486735,4558.4751670053065,-3.4977948613601675,1162.4338255920288,LOSS,2026-03-20 16:53:00,16,NewYork
BUY,4585.424,4579.21089608952,4610.276415641919,-3.4873014767760866,1158.9465241152527,LOSS,2026-03-20 16:56:00,16,NewYork
SELL,4576.119,4576.119,4546.601133374655,0.0,1158.9465241152527,BE,2026-03-20 17:19:00,17,NewYork
BUY,4512.1539999999995,4506.534039997574,4534.633840009702,-3.476839572345758,1155.4696845429069,LOSS,2026-03-20 19:54:00,19,NewYork
